data,label
-0.006133475079762274,0
0.10885736215850075,0
0.22302298891144248,0
0.34956249117294114,0
0.4999606351212076,0
0.5963084662452112,0
0.6637683763936653,0
0.7927546833556146,0
0.8205865566141105,0
0.8720471179944839,0
0.9510144297703711,0
1.0071897782315036,0
0.9577258923014161,0
1.0412700045733705,0
1.0154913531796874,0
0.9299730854954105,0
0.8778680546375114,0
0.8029912975062148,0
0.804270805228803,0
0.7004907164224321,0
0.636664731615157,0
0.5141284995316842,0
0.32927333497842964,0
0.2832587806325231,0
0.1001182681719468,0
-0.0068270055516747585,0
-0.16194892191586446,0
-0.2864001644464122,0
-0.4035223748168977,0
-0.4516302918639495,0
-0.5629737084301241,0
-0.6747403535334214,0
-0.7514479580460661,0
-0.8034209256766293,0
-0.9442037667746395,0
-0.9986574857150302,0
-1.154254542281956,1
-1.0412741583342793,0
-0.9622717075659621,0
-0.9385102250175362,0
-0.9445689758327339,0
-0.9028004299803126,0
-0.8118240005382749,0
-0.7313181987866334,0
-0.6438709623669493,0
-0.6192905992340882,0
-0.5297327631878138,0
-0.36114493540780657,0
-0.25129987506771617,0
-0.0828263580458597,0
0.028108345619578024,0
0.12629835229670808,0
0.23068054891104528,0
0.3719046202967348,0
0.4588773411837881,0
0.5985109130510196,0
0.6779730140438798,0
0.7887860560862543,0
0.8206006214517362,0
0.8666660028822067,0
0.9974653367813782,0
0.9465799399215452,0
1.707054742303753,1
1.0416572162679083,0
0.9950605283152575,0
0.9570147557310276,0
0.911583808292491,0
0.800549800308022,0
0.7287522286783301,0
0.6672634351816468,0
0.5772962067140995,0
0.492891300182027,0
0.3754528332620613,0
0.20455865143102675,0
0.12152287514609293,0
0.0387485981944595,0
-0.10505305724196429,0
-0.2888141381393558,0
-0.38838155853291495,0
-0.4672441236897069,0
-0.5768479667766786,0
-0.7302897333878846,0
-0.8013304610622449,0
-0.8670200215684851,0
-0.9507068511629406,0
-0.9513988890626845,0
-1.0223324829417395,0
-1.0429400909348865,0
-1.0003447813488686,0
-0.9340185811937525,0
-0.9141010865411386,0
-0.9536372541056053,0
-0.804151619652274,0
-0.7439963590831423,0
-0.6710295121756593,0
-0.5396210922003525,0
-0.48172160857936125,0
-0.3362075199737341,0
-0.20844815044782897,0
-0.1621915345156252,0
-0.03746305997139601,0
0.10628925471959069,0
0.29844516700630896,0
0.38592103775957465,0
0.528181226588495,0
0.612395162986013,0
0.6964248928639506,0
0.8180875726610857,0
0.8224691991410532,0
0.8674785901689774,0
0.9727302897851693,0
1.025443386934813,0
1.030594672523597,0
0.9563103255434287,0
0.9725061596738755,0
0.9335802138190856,0
0.8561802713997407,0
0.8313109165228061,0
0.7406813493140477,0
0.6673899527053087,0
0.6275111283968656,0
0.5123552602008848,0
0.32244197137900826,0
0.23400334272728293,0
0.1259563419110471,0
-0.018162348593634827,0
-0.17530086246383814,0
-0.2583877490737367,0
-1.037843173205521,1
-0.4755645020527077,0
-0.5658611028427734,0
-0.7292866266546633,0
-0.27936921239115753,1
-0.8360188857994407,0
-0.9426270178175707,0
-0.9816185741883972,0
-1.0159957235889892,0
-0.9744771960889373,0
-0.9965243103726235,0
-0.9511905798518823,0
-0.9948934792364081,0
-0.9159008208477611,0
-0.8102242827450028,0
-0.7587124420411114,0
-0.6451760568466101,0
-0.5992989066499184,0
-0.4564332951413069,0
-0.38552261335566695,0
-0.20025193836236688,0
-0.16086472013266914,0
0.04434776402654013,0
0.09106586307288153,0
0.23330474625534525,0
0.41622650316911686,0
0.47750522391652567,0
0.5814591146305967,0
0.6633187070052591,0
0.7483902946689616,0
0.8172452814117839,0
0.943486852355026,0
0.011579172069624718,1
0.9679936099528683,0
1.0009554876833413,0
0.9904964087022988,0
0.9735426678580017,0
0.9415691118811255,0
0.9051143366043879,0
0.8685102749523985,0
0.6960601599167375,1
0.7144849051141287,0
0.5487478390573339,0
0.4737953640969241,0
0.4139193699102742,0
0.28803892920869767,0
0.1325236805655828,0
-0.02047226588783525,0
-0.16849821926430314,0
-0.2959196836906895,0
-0.35427499982823285,0
-0.4766718607832429,0
-0.5698374819884899,0
-0.6760599228513411,0
-0.7335073509971903,0
-0.8407171549416143,0
-0.897319682154485,0
-0.959766113602759,0
-0.9777607173386269,0
-1.0130909486566402,0
-0.9676689129468747,0
-0.9917402133256945,0
-0.9221513802408949,0
-0.8977439382234345,0
-0.8071800015310133,0
-0.7287709982134668,0
-0.7130133209531961,0
-0.6051763518501467,0
-0.4377141856427083,0
-0.38300288987102915,0
-0.19940402901890247,0
-0.15734100782383065,0
-0.049426374008031994,0
0.11013413588917512,0
0.23043064992047332,0
0.33583853440694805,0
0.49521049177223636,0
0.5592183512460932,0
0.6406693898117765,0
0.810966235086463,0
0.8690929433043685,0
0.8837677889132244,0
0.9627662652644755,0
1.000214489436775,0
1.0104947068542387,0
1.0456353456061285,0
1.0188264064010586,0
0.9286954561616638,0
0.915969621456884,0
0.7990979555511498,0
0.7492832797834466,0
0.6434800607032546,0
0.5576209701008579,0
0.4354983449625588,0
0.3709351584031673,0
0.24567121319416405,0
0.24476414276420705,1
0.013179368197067757,0
-0.13063751675543286,0
-0.2728210376389603,0
-0.3219189297644149,0
-0.46107670364203596,0
-0.5941452542343154,0
-0.7137521121037976,0
-0.7211684011283682,0
-0.8238689510745709,0
-0.886275202550251,0
-0.9195767430929224,0
-1.0175825707319912,0
-1.0071204266786145,0
-0.9737119841138144,0
-0.9858413387977695,0
-0.9815791663582516,0
-0.9055206859633299,0
-0.8621535382132753,0
-0.727964885878119,0
-0.6612292823011834,0
-0.5511607585847803,0
-0.45247599655751436,0
-0.41050648919821725,0
-0.26999969793849427,0
-0.09713355369748938,0
0.04666720902511978,0
0.14666651216431908,0
0.23299569425109676,0
0.3835739987236675,0
0.4741051838307505,0
0.5997223080814016,0
0.6434460054327148,0
0.7473727130847537,0
0.8522924450079078,0
0.9320376673767713,0
0.9536594416679028,0
0.932978655610598,0
0.9703726257171525,0
1.0151074287774637,0
0.9445714526902282,0
0.9247502199403745,0
0.8889336386086177,0
0.8283683123986862,0
0.7698685138341134,0
0.6876124561128496,0
0.5963040930858028,0
0.5232398961845874,0
0.36964239462466353,0
0.204970123222907,0
0.11914161221618288,0
0.045521400241774375,0
-0.16843001486466308,0
-0.28328505885068994,0
-0.38120526182806247,0
-0.4705667223131167,0
-0.6123536547500026,0
-0.6968874870825502,0
-0.7627238310960208,0
-0.8778707974602447,0
-0.8611870104348855,0
-0.9252821350756968,0
-0.9735136964123262,0
-1.0439411102804206,0
-1.0305013818349835,0
-0.9435683223531751,0
-0.9611229005258543,0
-0.9250648110978655,0
-0.8101333563657005,0
-0.7388362381578776,0
-0.7313631868606191,0
-0.6150471613444662,0
-0.49537980689861105,0
-0.3804757482467615,0
-0.25388178420670665,0
-0.0948016024086464,0
0.02132551308552318,0
0.11478211098526694,0
0.28633618975702785,0
0.39783938991546847,0
0.504498576246589,0
0.6098211863609146,0
0.683227991369944,0
0.7451818716359274,0
0.857476765645016,0
0.9222237576897424,0
0.945020209958394,0
0.9885572813996826,0
0.9932761438078992,0
1.0318617848444813,0
0.9348910608463977,0
0.9506680041675173,0
0.880219023206988,0
0.8564563890287644,0
0.7317075960034969,0
0.6659814934866373,0
0.5455863816270967,0
0.5179775454833778,0
0.37966010608204726,0
0.22352951224162956,0
0.1430017277638034,0
-0.0056444146818978875,0
-0.0938707992322158,0
-0.28160515403227565,0
-0.32278490716596187,0
-0.45484217946808186,0
-0.6081638372053403,0
-0.7235948866608002,0
-0.7241152495801978,0
-0.8699695801773213,0
-0.9057627414466098,0
-0.9787015917536037,0
-0.9646787329522225,0
-1.0178619014243366,0
-1.0361948682874305,0
-0.9587063934081409,0
-0.9985972616862742,0
-0.860869958393658,0
-0.875379481425272,0
-0.7336486837065898,0
-0.7234818564687816,0
-0.6156011656192053,0
-0.5045637110815457,0
-0.3902139712777175,0
-0.20487633410120953,0
-0.10487558481787693,0
-0.01805344731829382,0
0.07980297980902934,0
0.2803464627432964,0
0.3868728538270242,0
0.4939534514866639,0
0.5749898806340697,0
0.6684131138222513,0
0.7410153143015834,0
0.8518010781150189,0
0.8708569402793964,0
0.9064083909201244,0
0.9384915743436262,0
1.0393512211703932,0
1.037451472550938,0
0.9553029054466682,0
0.9668718109260259,0
0.9027957037843055,0
0.8702207475171148,0
0.7750175640143366,0
0.6604023456806823,0
0.5527281000832819,0
0.4835019709869095,0
0.39008610250144393,0
0.2185187524730835,0
0.09340117513773002,0
-0.0038676054495646876,0
-0.10047168877700147,0
-0.24540162852803163,0
-0.4107156275285024,0
-0.4858025092350089,0
-0.5947616330901531,0
-0.6440596637750124,0
-0.7708444178012762,0
-0.8168371524808119,0
-0.8870489307457319,0
-0.9065170178473242,0
-0.9473056606748969,0
-0.9567900611707146,0
-0.9836097211652746,0
-0.9349851532340906,0
-0.9083435990052415,0
-0.9049706773099006,0
